Title,Tag(s),Template,Image,Post URL
Going mega-viral (8 tips) ,"Post, Text, Image, Challenging Common Beliefs, Practical Advice, Pitfalls to Avoid, Nagative V Postitve, Aspirational Takeaway","[Short statement that challenges a common belief].

[State the value or benefit of the alternative behaviour/strategy you’re recommending].

[Transitional sentence that introduces actionable advice]:

- [Actionable tip/step]
↳ [Briefly expand on tip/step with some specific practical advice].

- [Actionable tip/step]
↳ [Briefly expand on tip/step with some specific practical advice].

- [Actionable tip/step]
↳ [Briefly expand on tip/step with some specific practical advice].

Here’s what to avoid:

- [Common pitfall]
↳ [Briefly expand on specific action(s) to avoid].

- [Common pitfall]
↳ [Briefly expand on specific action(s) to avoid].

- [Common pitfall]
↳ [Briefly expand on specific action(s) to avoid].

[Inspiring takeaway].

[Call to action or question to foster engagement].

[Relevant quote from eminent individual to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/9h2Y6nqPITEC88iTCHSHXtoHnyQ.png,https://www.linkedin.com/posts/doravanourek_your-title-doesnt-make-you-a-leader-how-activity-7230961319917576192--xKb?utm_source=share&utm_medium=member_desktop
Where’s my tribe at?,"Post, Text, Popular Criticisms, POV","Don’t [common industry practice that’s often criticised 1].
Don’t [common industry practice that’s often criticised 2].
Don’t [common industry practice that’s often criticised 3].

... [Dismissive phrase implying the repetition of similar advice – e.g. “blah, blah, blah”]

Being a [profession/role] is already hard enough.

Those who can, [positive action or result].

And those who can’t, [negative action].",https://framerusercontent.com/images/Wn3OSAOKerrTCjfdLz8mw8FBxY.png,https://www.linkedin.com/posts/thesechapters_dont-use-memes-dont-hop-on-trends-dont-activity-7231743430937190400-J4iM?utm_source=share&utm_medium=member_desktop
What are the costs of inaction? (FOMO),"Post, Text, Image, Business Hack, Strategies To Avoid, Strategies To Adopt, Thoughtful Takeaway","The ultimate [topic/field] hack: 

[Strategy/Habit/Desired attribute].

Don’t:

→ [Negative action/experience negative consequence 1]
→ [Negative action/experience negative consequence 2]
→ [Negative action/experience negative consequence 3]

Instead:

→ [Positive action/unlock desirable outcome 1]
→ [Positive action/unlock desirable outcome 2]
→ [Positive action/unlock desirable outcome 3]

Every day you put off [key positive action] is another day selling yourself short.

Your future [goal/outcome] depends on it.

[Call to action and/or question for audience].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/5KzKaGFDNonLO34JuT63ieQjAsA.png,https://www.linkedin.com/posts/lukeshalom_the-ultimate-business-hack-becoming-known-well-activity-7236714828965302273-hbfH?utm_source=share&utm_medium=member_desktop
Storytelling that grips the reader,"Post, Text, Unusual Strategy, Postitive Outcomes, Inspirational Takeaway ","The [role/title] of [well-known person/company] used to [surprising or unconventional practice].

Highly unusual but [explain the purpose or effect of the practice].

[They] would also [describe another unique aspect of the process].

[Describe how the person/group experienced this process and what it involved].

After the [process/event], [explain an unexpected consequence or result].

[Briefly expand on the surprising nature of the consequence].

[Person/organisation] believed that [behaviour/attitude/action] was [explain the reasoning or belief behind the process].

[They] were right.

[Person/company] became known for [positive outcome related to the original, surprising action].

Takeaways:

[Key takeaway 1]

[Key takeaway 2]

[Key takeaway 3]

[Call to action and/or question for audience].",https://framerusercontent.com/images/IDwfXtI2z6kBTxT5MrE4iHjd5Yo.png,https://www.linkedin.com/posts/renoperry_jobsearch-jobinterviews-careers-activity-7034887094082703360-UlmI?utm_source=share&utm_medium=member_desktop
How to win trust by being (too) honest,"Post, Text, Key Insights, Actionable Steps","This may lose me some business, but it has to be said:

[Present a core principle or insight that challenges common thinking].

In other words, [insert a metaphor or common saying to reinforce your point].

Try this instead:

[Strategic step or actionable tip]

[Strategic step or actionable tip]

[Strategic step or actionable tip]

[Strategic step or actionable tip]

[Key takeaway].
",https://framerusercontent.com/images/ntWzZ5Ra0YdoqpKBgeGciiIvNJY.png,https://www.linkedin.com/posts/chavashapiro_this-might-lose-me-future-copywriting-clients-activity-7237078213598801920-AQXx?utm_source=share&utm_medium=member_desktop
Want your idea to really resonate? Try this…,"Post, Text, Image, Imagined Future Scenario, Possible Prespectives, Negative Consequences, Transitional Question, Future Direction, Actionable Advice, Inspiring Question","Imagine waking up [years from now] and [briefly sum up negative future state].

[Downside 1]

[Downside 2]

[Downside 3]

[Downside 4]

[Downside 5]

And to top it off, [key negative outcome].

You’d probably find this [negative emotion].

It would mean [explain the core message—why this scenario is undesirable].

To [achieve a desirable future state], [key concept] is crucial. But it doesn’t happen by accident.

[Brief analogy or metaphor that helps reader better grasp key concept].

How is this made possible?

[Key actionable takeaway].

[Expand on why adopting this advice is beneficial].

[List specific actions/steps necessary for achieving relevant goal].

Here’s a bonus: as you [take key action] you’ll [unlock unexpected benefit(s)].

You’ll no longer be happy settling for less. You’ll keep [relevant progression].

[End with an inspiring note on progress and/or a key takeaway].

[Call to action and/or question for audience].

[Relatable text image to act as a ‘billboard’ for your post]

",https://framerusercontent.com/images/mYpye9CMjMErH0sAC6ud2aOdpAc.png,https://www.linkedin.com/posts/alex-m-h-smith_imagine-waking-up-40-years-from-now-and-activity-7234167842454007808-99KE?utm_source=share&utm_medium=member_desktop
How to explain an abstract idea,"Post, Text, Image, Building Authority, Competitive Advatage, Benefits Of Unlocking Advantage, Question For Prospects","[Compare two products or ideas from a well-known domain that demonstrate an abstract concept].

[Briefly explain the abstract concept].

[Name the abstract concept].

The same goes for [target audience/industry].

[Statement that sums up why abstract concept relates to target audience/industry].

The reason I can [take related action] vs. [other entities that take another related action]:

[Name the abstract concept again].

[List what other entities lack].

[Explain why abstract concept is beneficial to consider/implement for target audience].

[Give an example of other well-known individuals or companies that apply the same abstract concept in their businesses].

[Call to action or question for audience].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/oBiiGjbp8BDGsxJ5Q4SYWVU3AJg.png,https://www.linkedin.com/posts/dakotarobertson_the-reason-i-could-charge-3k-25k-as-a-writer-activity-7242549249089970178-6EA2?utm_source=share&utm_medium=member_desktop
What can creators learn from ‘David and Goliath’?,"Post, Text, Image, Story, Hitting Milestones, Business Achievements, Gap In The Market, Successful Strategy","In [year], this [professional(s) or company type] [describe risks taken] to take on [name or list giant competitor(s)].

And today, they [hit milestone].

Introducing [give name(s) of key individuals or company].

[Briefly explain a bit about the product or process and what makes it unique].

In just [short timeframe], they’ve:

[Achievement/milestone]

[Achievement/milestone]

[Achievement/milestone]

[Achievement/milestone]

[Briefly explain how they did it and what they got right – e.g. reveal the gap in the market they spotted].

[State one or two key desirable outcomes they unlocked].

[Show support for their future endeavours].

Huge congrats, guys!

[Image that matches the post – e.g. photo of the people involved and/or the product]",https://framerusercontent.com/images/ZOmMxfsLn5OZNOtt3eyOodFDxCw.png,https://www.linkedin.com/posts/juliusdein_in-2022-these-co-founders-risked-all-their-activity-7244239244209045505-ddX9?utm_source=share&utm_medium=member_desktop
Let’s talk brackets (aka. parentheses),"Post, Text, Relatable Struggle, Common Unhelpful Advice, X Step Solution, Building Authority, Relatable Quote, Theory Informing Practice","When I [face specific challenging situation], it's often because [underlying reason]. 

Here's what helps me [resolve it]: [specific action you take].

The traditional advice of [list common, ineffective advice].

… has not worked for me.

Here’s what has worked for me:

[Action/step you take 1]

[Action/step you take 2]

[Action/step you take 3]

[Explain why this process works and benefits you derive].

[Respected authority] said, ""[Insert quote].""

[Statement that relates quote to your topic or key takeaway].

[Call to action or question for audience].",https://framerusercontent.com/images/bQJ3S1IqLOx8fdU847jCPQLCNbs.png,https://www.linkedin.com/posts/weskao_when-im-anxious-at-work-its-often-because-activity-7232036246250745857-N5Gj?utm_source=share&utm_medium=member_desktop
Want to craft posts that sell? Try this…,"Post, Text, Image, Scarcity Offer, Case Study, Positive Results, Showcasing Expertise, Desirable Outcomes of Offer, Call To Action ","[Timeframe] ago, I signed a client.

The results were amazing

[Impressive result 1]

[Impressive result 2]

[Impressive result 3]

[Briefly explain what prior challenges your client faced – e.g. what they’d tried in the past that didn’t work].

But when they started working with me, they [unlocked key benefit or transformation].

And it wasn’t just luck.

It's based on my:

[List attributes that showcase your dedication and expertise].

My [product or service] ([give price]) helps you [unlock key desirable outcome].

So you can [achieve key result] and get:

[Benefit 1]

[Benefit 2]

[Benefit 3]

[Benefit 4]

[Relevant call to action]

([Brief note on limited-availability or a price increase to encourage people to act now])

[Image that matches the post]",https://framerusercontent.com/images/v7lGagQWpguTWM1vYneqXy7l26A.png,https://www.linkedin.com/posts/shoaibahmed21_update-only-1-slot-left-2-sold-activity-7221777289011769344-XB3J?utm_source=share&utm_medium=member_desktop
How to write on LinkedIn,"Post, Text, Image, Innovative Approach, Timeline, Turning Point, Solution, Testimonial","[Statement related to a surprising experience you had].

[Share where it started - give brief details on any significant events that led up to your surprising experience].

[Give a play-by-play of key events].

[The turning point and/or any key realisations you had].

[Share where you’re at now – give key details that round out the transformational journey you went on, resolve the story].

[Key takeaway or lesson(s) you learned].

[Call to action or question for audience].

[Image that matches the post]",https://framerusercontent.com/images/YxxMznTks6cPebwTeGeezCC8ABA.png,https://www.linkedin.com/posts/saradalsfelt_my-boss-stalked-me-into-my-current-job-activity-7242422260538433537-3vA6?utm_source=share&utm_medium=member_desktop
How To Get People To (Actually) See Your Long-Form Content,"Post, Text, Image, Personal Transformation, Short Lessons, Related Resource","[Timeframe] ago, I was struggling with [a challenge, frustration, or dissatisfaction].

Today, I’ve achieved [current success or milestone], and I’m [positive transformation or new state of life].

Lessons learned along the way: 

[Key lesson 1]

[Key lesson 2]

[Key lesson 3]

[Key lesson 4]

[Key lesson 5]

[Key lesson 6]

I recently shared my experience in a [content medium – e.g. speech, article, podcast].

You can [watch/read/listen] here: [Content link]",https://framerusercontent.com/images/DNhAksq7qax908gY3rFMzX3pZms.png,https://www.linkedin.com/posts/codiesanchez_10-years-ago-i-hated-my-job-hated-my-boss-activity-7245513160097431552-by11?utm_source=share&utm_medium=member_desktop
Why You Should ‘Show Your Work’ (Sell More With This Trick),"Post, Text, Image, Business Investment, Product Feeatures, Pain Point Product Solves, USP, Customer Wins ","I’ve invested [significant time and/or financial investment] into this idea. 

[Product’s tagline] for [target audience].

[Milestone or initial step you took to get here]

[Milestone or initial step you took to get here]

[Milestone or initial step you took to get here]

We’ve been working closely with [client/customer/target audience members], and I’ve/we’ve identified the key challenges they face:

[Problem 1]

[Problem 2]

[Problem 2]

That’s why I/we created [product name].

This is not [what it’s not]. It’s [brief description of what product is + primary benefit].

Features include:

[Feature 1]

[Feature 2]

[Feature 3]

[Feature 4]

Without this, you’d [briefly describe how alternative methods are inferior or more costly] to get the same results. And the best part?

[Unique benefit 1]

[Unique benefit 2]

Since launching, we’ve seen:

[Key success metric/client result]

[Key success metric/client result]

[Key success metric/client result]

[Key success metric/client result]

This list goes on. Head over to our website [website link] to learn more.

[Image or video that matches the post]",https://framerusercontent.com/images/kTmJR27Dey0A4HC6eujtvDQ2V0.png,https://www.linkedin.com/posts/alex-murton_shopify-shopifyplus-lifestylebrands-activity-7248837838480310272-OZwh?utm_source=share&utm_medium=member_desktop
Ever feel like you have nothing of value to share?,"Post, Text, Common Roadblock, Relatable Mindset, Practical Advice","You are [unexpected insight that holds many of your audience back] .

You think [relatable misconception] because [briefly explain why people believe this].

[Key takeaway that frames a new, better way to think].

[Practical advice].",https://framerusercontent.com/images/2huZ8AAxji9Hcq4PeKJIRvYteU.png,https://www.linkedin.com/posts/courtneylynnjohnson_you-are-numb-to-your-own-knowledge-you-activity-7216758055441436672-XwbQ?utm_source=share&utm_medium=member_desktop
Most great stories have a turning point,"Post, Text, Image, Story, Personal Reflections, Transitional Question, Turning Point, Moral of The Story, Empowering Insight, Inspirational Takeaways ","This is me at [age/time period ago – note: this should coincide with the photo you include with the post] going through [challenging situation].

The [challenges] I faced were no joke:

[Briefly describe specific issues going on at the time].

And that’s not all.

[Briefly describe 1 or 2 more specific issues going on at the time].

My [life/business/career] was spiralling out of control.

[List some of the negative repercussions].

[Reflect on how you were and what you thought at the time].

But you know what?

Sometimes you just need [briefly describe the moment that changed everything].

[Give some more details that relate to what happened – e.g. include events, quotes, realisations].

I decided [describe what you did next – e.g. how your mindset or trajectory changed].

And the rest is history.

Looking back, [reflect on the key thing you learned].

It’s easy to [let the above challenges affect you in a negative way].

But what I failed to realise was [key realisation that seeded a more positive mindset].

[Key takeaway(s)].

[Call to action or question for audience].

[Image that matches the post – e.g. an image of you at the start of the story]",https://framerusercontent.com/images/P3eDZP5Wq5Njy1Oelwnb0SOEtAs.png,https://www.linkedin.com/posts/dmartell_this-is-me-at-15-years-old-going-to-court-activity-7243767074571911168-CZmq?utm_source=share&utm_medium=member_desktop
How to make obvious insights compelling,"Post, Text, Image, Bold Statement, Core Lesson, Company's Decline, Transitional Question, Insider Quote, Ironic Twist, ","[Bold statement that sums up core lesson from historic event].

After [time period], [describe key recent event]. [Briefly describe how things were before this event in a way that illustrates the transformation].

But due to [key detail relating to this recent event], [share supporting facts or stats that demonstrate the overall outcome].

What happened?

[List reasons for what happened – include specific names, facts, and examples where possible].

The result was [Include another key fact, stat, or expert quote].

[Give your take on what happened – consider using a comparison or analogy to illustrate your point].

[Briefly describe a key event that’s happened since the main event described above].

The lesson?

[Key takeaway].

[Image that matches the post]",https://framerusercontent.com/images/PlPPm69TeIlQdz13AgFXtNMU.png,https://www.linkedin.com/posts/andy-greenaway_choose-the-right-leader-because-if-you-choose-activity-7243908985299296257-bnbV?utm_source=share&utm_medium=member_desktop
Why People Ignore Your Content,"Post, Text, Don't Do This, Do This Instead, Impressive Results, Call To Action","Don’t [insert common practice].

Start [alternative action(s)].

[Briefly list reasons why alternative action(s) are beneficial to the reader].

[Summarise the name and key desirable outcome of the strategy outlined above].

[Share results you or your customers have achieved using this strategy].

Without [strategy], none of this would have been possible.
",https://framerusercontent.com/images/VfBgswHqCn5ivOZD6PeEZMHxQ0.png,https://www.linkedin.com/posts/adrian-kuleszo_dont-post-your-designs-only-show-your-activity-7201621529590124545-maon?utm_source=share&utm_medium=member_desktop
Boost The Persuasiveness Of Any Idea,"Post, Text, Image, Key Theme, Relatable Scenario, Humerous Twist","Why [key theme/topic] matters.

[Briefly set the scene and/or introduce the story's characters].

[Share a relatable moment that occurred in the story – include dialogue if applicable].

[Raise the stakes by sharing another key emotional moment].

[Resolve the story in a way that illustrates why the key theme/topic matters].

[Image that matches the post]",https://framerusercontent.com/images/gHuY4QYGtEoHv6QHTx06dlpE4I.png,https://www.linkedin.com/posts/olenabomko_marketing-activity-7152656948784476160-BVZI?utm_source=share&utm_medium=member_desktop
How To Write An Event Invite Post,"Post, Text, Image, Key Pain Point, Advertising An Event, Building Authority, Call To Action,  ","Want to [achieve a desired goal]?

What if you could [describe relevant scenario]:

[Unlock benefit 1]

[Unlock benefit 2]

[Unlock benefit 3]

All of this – without [undesirable action or obstacle].

[Briefly explain why you or others involved are qualified to speak on the topic – e.g. include achievements, results, or accreditations].

This [event] is designed specifically for [target audience] and focuses on [unique selling point], helping you master [key skill or area of expertise].

[Give any further details – e.g. reinforce a key benefit or allay objections].

Join us on [event date].

At [Location].

[$Price].

[Call to action that makes sense for your event – you may want to include additional details, discounts, or bonuses for people who purchase tickets now].

Link in comments below.

[Image that advertises event with key details]",https://framerusercontent.com/images/aqR6Sy7wRs2NZZq4cMkHzKUV0c.png,https://www.linkedin.com/posts/thechrisdo_london-salestraining-salesstrategy-activity-7232173839772704768-V-cT?utm_source=share&utm_medium=member_desktop
The Inverted Pyramid Technique,"Post, Text, Image, Story, Remarkable Achievement, Humble Beginnings, Turning Point, Success Achieved, Fostering Engagement","[Person or Entity] [achieves remarkable feat] and is regarded as “[relevant moniker]”.

[Notable fact or stat that has broad appeal].

This is the [adjective] story of [Person or Entity’s Name].

[Describe their humble beginnings and/or prior struggles they faced].

[Mention the turning point – i.e. a key event, achievement or realisation].

[Include the relevant events that happened next to advance the story – e.g. did they meet any pivotal characters or do anything of note?]

Except [their venture or approach] was different.

[Break down the facts and figures behind the remarkable feat described in the hook, giving brief explanations where necessary].

[Conclude with a statement that describes the wider impacts of feat].

[Positive or inspiring takeaway].

[Question to foster engagement from audience]?

[Image that matches the post]",https://framerusercontent.com/images/TVPPaRgnQEJGfefamxr69iihw.png,https://www.linkedin.com/posts/timothyarmoo_this-guy-donates-21m-per-day-and-is-officially-activity-7160617597191790593-X4NE?utm_source=share&utm_medium=member_desktop
Gamify Your Educational Content,"Post, Text, Image, Key Concept, Contextual Bandit, Relevent Event, Thought Experiment ","[Follow on from image with a relevant statement or question that piques curiosity – e.g. “You probably won’t guess it.”].

[Introduce and explain key concept from image].

For example, [explain how the key concept informs what’s going on in the image or the choice the reader makes]. (Source: [Credit source(s) if applicable].

[Describe the key benefit(s) of applying key concept].

[Suggest how key concept can be used in other contexts – if this applies to your context].

[Revelant call to action – eg. an event invite or link to an additional content resource].

[Image of thought experiment, challenge or guessing game that relates to key concept from post].",https://framerusercontent.com/images/NAZtdjjtWm9sYyQqypfU0vA9OE.png,https://www.linkedin.com/posts/dalianaliu_datascience-machinelearning-activity-7188713762156138496-Xqu8?utm_source=share&utm_medium=member_desktop
How To Craft A Prediction Post,"Post, Text, Industry Prediction, Current Trends, Industry Expert, Practical Advice ","I’m interested to see if [industry prediction].

Here's what I’m noticing:

[Highlight trend/share observation]

[Highlight trend/share observation]

[Highlight trend/share observation]

According to [industry expert/publication]:

[Relevant trend/stat/fact/observation]

[Relevant trend/stat/fact/observation]

[Relevant trend/stat/fact/observation]

A big part of [pursuing relevant goal] will come from:

[Practical advice based on prediction]

[Practical advice based on prediction]

[Practical advice based on prediction]",https://framerusercontent.com/images/hateJ9Fv1dNWqwH6WLn5H8LkrM.png,https://www.linkedin.com/posts/tommygeoco_im-curious-to-see-if-product-design-is-headed-activity-7252325650189942784-lSMI?utm_source=share&utm_medium=member_desktop
Struggling With Something? Ask Your Audience,"Post, Text, Personal Struggle, Reflection, Past Wins, Past V Present, Current Challenges, Practical Steps ","I’ve been struggling to [recent struggle you’re facing].

[Expand on the challenge, using inner monologue or self-reflection to build emotional depth].

Back when [reference to past success or easier times].

[Personal anecdote of prior success or ease].

Back then, [reflect on how things were easier].

Today, [describe how things have changed/become tougher].

So yeah, I’m [describe your emotional state or mindset].

Here’s what I’m going to do:

[Actionable step 1]

[Actionable step 2]

[Actionable step 3]

[Actionable step 4]

What do you do when you face [specific challenge]? Drop your tips below!",https://framerusercontent.com/images/ojkuzvup0fDrMHCcM5jhy1Zr0.png,https://www.linkedin.com/posts/erinbalsa_ive-been-struggling-to-write-lately-been-activity-7252256825654349824-lqZx?utm_source=share&utm_medium=member_desktop
“What’s the benefit of the benefit?” – Dan Nelken,"Post, Text, Image, Vulnerable Admission, Recent Struggles, Positive Outlook, Transition, Value Proposition, Fostering Engagement","This [week/month/year] has been tough for me.

[Specific problem faced]

[Specific problem faced]

[Specific problem faced]

[Briefly reflect on struggle].

Sure, I could make excuses, like:

[Current obstacle faced/common excuse people give]

[Current obstacle faced/common excuse people give]

[Current obstacle faced/common excuse people give]

But such is life. No one gets out alive.

[Sum up key reason why for challenges faced].

And for most [target audience], when things go wrong:

[Typical misguided action]

[Typical misguided action]

[Typical misguided action]

But I’m not worried.

Because I [have the specific solution needed to unlock desirable outcome].

And that’s the problem I’m here to solve.

So if you’re [target audience], and you’re tired of [pain point], and want to [unlock benefits]...

[Relevant call-to-action]

And [unlock key desired outcomes].

PS. [Question to prompt reflection or engagement]?

[Image that matches the post]",https://framerusercontent.com/images/yFrjtGZVAcflAVMhU7b6uylkQ.png,https://www.linkedin.com/posts/mattlakajev_this-week-was-another-hard-one-for-me-activity-7253298327646031873-avGI?utm_source=share&utm_medium=member_desktop
Creative Reframing (Not Enough Creators Do This),"Post, Text, Image, Common Goals, Relatable Struggles, Turning Point, Call To Action","[A past struggle you faced].

That’s [statement that emphasises implications of struggle].

But then things finally changed.

This isn’t a post about [specific challenge/topic]. It’s about [topic]. 

[Key takeaway].

Perhaps you’re:

[Chasing goal/pursuit]

[Chasing goal/pursuit]

[Chasing goal/pursuit]

And perhaps you’re:

[Experiencing pain point]

[Experiencing pain point]

[Experiencing pain point]

[Reinforce key takeaway].

[Call to action].

[Relatable text image to act as a ‘billboard’ for your post]
",https://framerusercontent.com/images/TAjNmliiogSlXr9SL6wd07rQI.png,https://www.linkedin.com/posts/tim-stodz_maybe-youre-building-a-business-building-activity-7253008691635879936-PBWE?utm_source=share&utm_medium=member_desktop
Grab Attention With The Unexpected,"Post, Text, Shocking Event, Reflecting On personal Journey, Funny Question, Key Realisation, ","[Bold, unexpected statement related to a surprising personal experience].

It was [describe setting/event in brief, vivid detail].

[Describe a surprising detail or emotion related to the event.]

But [twist or unexpected realisation].

[Segway into personal reflection].

It made me think about how [describe a personal challenge or common societal pressure].

But as I [describe a pivotal moment or decision], I learned to [embrace/change] myself.

[Share a personal characteristic or behaviour you once tried to hide].

[Mention a quirky or unconventional habit].

[Open up about a struggle or challenge].

And guess what? 

[Describe the positive outcome or lesson learned].

[Key takeaway].

[Relevant question to foster engagement from reader?",https://framerusercontent.com/images/FaCaf5uOJURJ4nhLhJLDehjez8.png,https://www.linkedin.com/posts/hennekeduistermaat_i-spent-last-night-in-prison-it-was-activity-7241085550697353218-u-zN?utm_source=share&utm_medium=member_desktop
Beautify Your Lists,"Post, Text, List, Building Authority, Ineffective Actions, Effective Actions, Fostering Engagement","I’ve been in [field/profession] for [time period]. Here’s what’s NEVER worked:

[Common ineffective tactic 1]

[Common ineffective tactic 2]

[Common ineffective tactic 3]

[Common ineffective tactic 4]

Here’s what always works:

[Proven tactic 1]

[Proven tactic 2]

[Proven tactic 3]

[Proven tactic 4]

What would you add?
",https://framerusercontent.com/images/KS6Y5lULcJgyfl9zWRjkUSJsYg.png,https://www.linkedin.com/posts/justyna-ciecierska_ive-been-in-marketing-for-over-a-decade-activity-7176154678114570240-DLIo?utm_source=share&utm_medium=member_desktop
Is It All Just BS? (99% Of Creators Won’t Do This),"Post, Text, List, Unconventional Business Beliefs, Social Proof, Call To Action","I’ve done a 180 and now hold to X [topic] beliefs:

I don’t care about [common metric/approach/goal/mindset]; I do care about [alternative metric/approach/goal/mindset].

I don’t care about [common metric/approach/goal/mindset]; I do care about [alternative metric/approach/goal/mindset].

I don’t care about [common metric/approach/goal/mindset]; I do care about [alternative metric/approach/goal/mindset].

I don’t care about [common metric/approach/goal/mindset]; I do care about [alternative metric/approach/goal/mindset].

I don’t care about [common metric/approach/goal/mindset]; I do care about [alternative metric/approach/goal/mindset].

[Call to action or question for audience].",https://framerusercontent.com/images/ddxsu2x7nVyAwbDjpNV6zcJIdPA.png,https://www.linkedin.com/posts/rmuss_coaches-who-close-activity-7189239414617788416-WHFg?utm_source=share&utm_medium=member_desktop
How To Keep People Reading (A Storytelling Trick),"Post, Text, Image, Unexpected Life Change, Story, Struggles, Goals, Key Characters, Key Decision, Turning Point, Transitional Line, Positive Outcomes, Empowering Call To Action, Practical Lessons ","[Time period] ago, I [describe unexpected outcome].

And it all started with [simple action/decision/discovery]. 

Here’s the story:

I began [mention the activity or initiative] back in [relevant time period].

[Briefly reflect on that time, your circumstances, your mindset].

[Mention one or more relatable struggles or challenges you faced].

But I’ve always been drawn to [mention intrinsic motivation or passion].

So I [took specific action].

Around that time, [introduce character or key realisation you had].

[Briefly expand on why this event was significant and how it aligned with your goal].

[Expand how a simple interaction/moment/discovery/decision led to unexpected events or successes – give brief context where necessary].

That’s how I [key turning point – e.g. a moment where things changed for the better].

[List any results/accomplishments/positive outcomes that followed].

But here’s the thing…

[Key takeaway that’s clearer now with hindsight].

Here are a few tactical takeaways I’d suggest for anyone considering a similar path:

[Practical lesson 1]

[Practical lesson 2]

[Practical lesson 3]

[Image that matches the post]
",https://framerusercontent.com/images/rAdpazC3t2OKdw16WlLd9ojXQ.png,https://www.linkedin.com/posts/dbusta_4-years-ago-i-accidentally-changed-the-activity-7233104782444376064-NMHn?utm_source=share&utm_medium=member_desktop
How To Write An Offer Post,"Post, Text, Image, Offer Announcement, Value Proposition, Practical Bonuses, Business Results, Call To Action","Free [High-Value Resource/Offer]

([Playful comment that implies what you’re giving away is valuable])

In this [resource/course], I cover how to [reach key desirable outcome]:

How to [do task/solve problem] so you can [unlock benefit]

How to [do task/solve problem] so you can [unlock benefit]

How to [do task/solve problem] so you can [unlock benefit]

Plus, I/we included [additional features/tips/resources] that will help you:

[Specific outcome 1]

[Specific outcome 2]

[Specific outcome 3]

And more.

This is the exact process that has helped [me/X customers] go from:

[List transformative results]

I was going to charge [$NUMBER] for this, but for the next [short time frame] it’s free for [platform/community/email list].

Here’s how to claim your FREE access:

[Action or steps people need to take to claim offer].

[Image or video that matches the post]",https://framerusercontent.com/images/bv4hDtgyFcCP4uINqLACRJPGc.png,https://www.linkedin.com/posts/izzword_free-ai-sales-course-my-cfo-is-gonna-activity-7231430664942747648-LmGT?utm_source=share&utm_medium=member_desktop
The Old Way vs. The New Way,"Post, Text, Image, The Old Way, Practical Alternative, Relevant Offer, Key Takeaway","The traditional approach to [mention conventional system or model] originated in [mention historical time frame]. 

But it’s no longer suitable for today’s [mention area of focus].

If you want to [achieve specific goal], you need to [adopt new approach].

Go and [expand on alternative/new approach]

This way, you can [unlock these desirable outcomes].

[Call to action or question for audience].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/6989FxfrpFNE7Ns20vIOgufR2c4.png,https://www.linkedin.com/posts/danielpriestley_the-schooling-system-was-founded-in-its-current-activity-7255835570793234432-rp59?utm_source=share&utm_medium=member_desktop
Speaking The LinkedIn Lingo,"Post, Text, Image, Social Media Platforms, Key Concept Explained, Call To Action","[Main Topic] Explained.

Think of [main topic] as [give a novel way to think about it].

[Briefly explain the significance of this and/or the actions it necessitates].

[Key takeaway].

[Relevant question for audience].

[Call to action].

[Relevant image that demonstrates concept or acts like a billboard for your post]",https://framerusercontent.com/images/i3J37mJjvX2rtkYeyEBUeAzshfo.png,https://www.linkedin.com/posts/ameliasordell_social-media-explained-accurate-no-activity-6817004868339802113-UoiO?utm_source=share&utm_medium=member_desktop
Your LinkedIn Content Is The Front Door,"Post, Text, Image, Testimonial, Product Launch, Value Proposition, Big Reveal, Upcoming Event, Fostering Feedback","Yesterday, I released/launched [product/service/resource].

After [time period] of [teasing/buildup], I finally released/launched it.

Here’s the recap (in case you missed it):

I’ve been putting together [description of product/service/resource].

No, not [common misconception].

This [product/service/resource] has one purpose:

[Core benefit or transformation it provides].

Here’s who it’s for:

If you’re [target audience group 1], this is for you.

If you’re [target audience group 2], this is for you.

If you’re [target audience group 3], this is for you.

And here’s the best bit…

[Share exciting details about the offer – e.g., “free” or “limited”].

And [recent time period ago], I launched it on [platform or link]: [link].

So go check it out and let me know what you think.

[Question for audience]?

[Relevant image hook or customer testimonial]",https://framerusercontent.com/images/5TgROQLdF1L8wg2JQZekbMwq3Y.png,https://www.linkedin.com/posts/mattjbarker1_yesterday-i-nervously-launched-my-new-activity-7259549547004153857-zQw1?utm_source=share&utm_medium=member_desktop
“Why Good Design Is Important”,"Post, Text, Image, Explaining Key Concepts","Quick reminder that [key concept/topic] is important:

[Image that demonstrates the importance of key concept/topic]",https://framerusercontent.com/images/1ZwY7gWN6o6Y6YSXB12zCfdsqyA.png,https://www.linkedin.com/posts/jacksonyew_design-activity-7078386291704266752-sdrW?utm_source=share&utm_medium=member_desktop
